transcript_id,interlocutor,utterance_text
6,therapist,It sounds like you have mixed feelings about this. Can you share more?
7,therapist,You're reflecting deeply on this. What do you think would help you move forward?
7,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
7,therapist,That’s an interesting way to put it. What made you feel this way?
7,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
7,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
7,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
7,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
7,client,I just want to feel like I’m making progress and not going in circles.
7,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
7,client,"Some days I feel confident, and other days I doubt myself completely."
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,"It’s been really tough balancing everything, but I know I need to figure this out."
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
7,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
7,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
7,therapist,You're reflecting deeply on this. What do you think would help you move forward?
7,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
7,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
7,client,"Some days I feel confident, and other days I doubt myself completely."
7,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
7,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
7,therapist,This seems to be something you care about deeply. What’s one step you could take today?
7,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
7,therapist,That’s an interesting way to put it. What made you feel this way?
7,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
7,therapist,It sounds like you have mixed feelings about this. Can you share more?
7,client,"It’s been really tough balancing everything, but I know I need to figure this out."
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,I just want to feel like I’m making progress and not going in circles.
7,therapist,This seems to be something you care about deeply. What’s one step you could take today?
7,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
7,therapist,That’s an interesting way to put it. What made you feel this way?
7,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
7,therapist,It sounds like you have mixed feelings about this. Can you share more?
7,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
7,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
7,client,"Some days I feel confident, and other days I doubt myself completely."
7,therapist,You're reflecting deeply on this. What do you think would help you move forward?
7,client,"It’s been really tough balancing everything, but I know I need to figure this out."
7,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
7,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
7,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
7,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
7,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
7,client,I just want to feel like I’m making progress and not going in circles.
7,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
7,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
7,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
7,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
7,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
7,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
7,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
7,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
7,therapist,This seems to be something you care about deeply. What’s one step you could take today?
7,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
7,therapist,You're reflecting deeply on this. What do you think would help you move forward?
7,client,I just want to feel like I’m making progress and not going in circles.
7,therapist,It sounds like you have mixed feelings about this. Can you share more?
7,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
7,therapist,That’s an interesting way to put it. What made you feel this way?
7,client,"It’s been really tough balancing everything, but I know I need to figure this out."
8,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
8,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
8,therapist,You're reflecting deeply on this. What do you think would help you move forward?
8,client,"Some days I feel confident, and other days I doubt myself completely."
8,therapist,This seems to be something you care about deeply. What’s one step you could take today?
8,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
8,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
8,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
8,therapist,It sounds like you have mixed feelings about this. Can you share more?
8,client,"Some days I feel confident, and other days I doubt myself completely."
8,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
8,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
8,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
8,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
8,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
8,client,"It’s been really tough balancing everything, but I know I need to figure this out."
8,therapist,That’s an interesting way to put it. What made you feel this way?
8,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
8,therapist,This seems to be something you care about deeply. What’s one step you could take today?
8,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
8,therapist,It sounds like you have mixed feelings about this. Can you share more?
8,client,I just want to feel like I’m making progress and not going in circles.
8,therapist,That’s an interesting way to put it. What made you feel this way?
8,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
8,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
8,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
8,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
8,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
8,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
8,client,I just want to feel like I’m making progress and not going in circles.
10,therapist,You're reflecting deeply on this. What do you think would help you move forward?
10,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
10,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
10,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
10,therapist,This seems to be something you care about deeply. What’s one step you could take today?
10,client,"Some days I feel confident, and other days I doubt myself completely."
10,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
10,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
10,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
10,client,"It’s been really tough balancing everything, but I know I need to figure this out."
10,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
10,client,"It’s been really tough balancing everything, but I know I need to figure this out."
11,therapist,It sounds like you have mixed feelings about this. Can you share more?
11,client,I just want to feel like I’m making progress and not going in circles.
11,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
11,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
11,therapist,This seems to be something you care about deeply. What’s one step you could take today?
11,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
11,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
11,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
11,therapist,That’s an interesting way to put it. What made you feel this way?
11,client,"Some days I feel confident, and other days I doubt myself completely."
11,therapist,You're reflecting deeply on this. What do you think would help you move forward?
11,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
11,therapist,You're reflecting deeply on this. What do you think would help you move forward?
11,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
11,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
12,therapist,That’s an interesting way to put it. What made you feel this way?
12,client,"It’s been really tough balancing everything, but I know I need to figure this out."
12,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
12,client,I just want to feel like I’m making progress and not going in circles.
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"Some days I feel confident, and other days I doubt myself completely."
12,therapist,You're reflecting deeply on this. What do you think would help you move forward?
12,client,"It’s been really tough balancing everything, but I know I need to figure this out."
12,therapist,It sounds like you have mixed feelings about this. Can you share more?
12,client,I just want to feel like I’m making progress and not going in circles.
12,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
12,therapist,This seems to be something you care about deeply. What’s one step you could take today?
12,therapist,You're reflecting deeply on this. What do you think would help you move forward?
12,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
12,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
12,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
12,therapist,It sounds like you have mixed feelings about this. Can you share more?
12,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
12,therapist,This seems to be something you care about deeply. What’s one step you could take today?
12,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
12,therapist,You're reflecting deeply on this. What do you think would help you move forward?
12,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
12,therapist,That’s an interesting way to put it. What made you feel this way?
12,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
12,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
12,client,"It’s been really tough balancing everything, but I know I need to figure this out."
12,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
12,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
12,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
12,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
12,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
12,client,"Some days I feel confident, and other days I doubt myself completely."
12,therapist,It sounds like you have mixed feelings about this. Can you share more?
12,client,I just want to feel like I’m making progress and not going in circles.
12,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
12,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
12,therapist,You're reflecting deeply on this. What do you think would help you move forward?
12,client,I just want to feel like I’m making progress and not going in circles.
12,therapist,This seems to be something you care about deeply. What’s one step you could take today?
12,client,"Some days I feel confident, and other days I doubt myself completely."
12,therapist,That’s an interesting way to put it. What made you feel this way?
12,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
12,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
12,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
13,therapist,You're reflecting deeply on this. What do you think would help you move forward?
13,client,"It’s been really tough balancing everything, but I know I need to figure this out."
13,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
13,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
13,therapist,This seems to be something you care about deeply. What’s one step you could take today?
13,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
13,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
13,client,I just want to feel like I’m making progress and not going in circles.
13,therapist,It sounds like you have mixed feelings about this. Can you share more?
13,client,"Some days I feel confident, and other days I doubt myself completely."
13,therapist,That’s an interesting way to put it. What made you feel this way?
13,client,"It’s been really tough balancing everything, but I know I need to figure this out."
13,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
13,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
14,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
14,client,I just want to feel like I’m making progress and not going in circles.
14,therapist,This seems to be something you care about deeply. What’s one step you could take today?
14,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
14,therapist,It sounds like you have mixed feelings about this. Can you share more?
14,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
14,therapist,You're reflecting deeply on this. What do you think would help you move forward?
14,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
14,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
14,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
14,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
14,client,"Some days I feel confident, and other days I doubt myself completely."
14,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
14,client,"It’s been really tough balancing everything, but I know I need to figure this out."
14,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
14,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
14,therapist,That’s an interesting way to put it. What made you feel this way?
14,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
14,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
14,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
14,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
14,client,"Some days I feel confident, and other days I doubt myself completely."
14,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
14,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
14,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
14,client,I just want to feel like I’m making progress and not going in circles.
14,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
14,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
14,therapist,That’s an interesting way to put it. What made you feel this way?
14,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
14,therapist,You're reflecting deeply on this. What do you think would help you move forward?
14,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
14,therapist,This seems to be something you care about deeply. What’s one step you could take today?
14,client,"It’s been really tough balancing everything, but I know I need to figure this out."
14,therapist,It sounds like you have mixed feelings about this. Can you share more?
14,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
14,therapist,That’s an interesting way to put it. What made you feel this way?
14,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
14,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
14,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
14,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
14,client,"Some days I feel confident, and other days I doubt myself completely."
14,therapist,This seems to be something you care about deeply. What’s one step you could take today?
14,client,I just want to feel like I’m making progress and not going in circles.
14,therapist,You're reflecting deeply on this. What do you think would help you move forward?
14,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
14,therapist,That’s an interesting way to put it. What made you feel this way?
14,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
14,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
16,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
16,client,I just want to feel like I’m making progress and not going in circles.
16,therapist,It sounds like you have mixed feelings about this. Can you share more?
16,client,"It’s been really tough balancing everything, but I know I need to figure this out."
16,therapist,This seems to be something you care about deeply. What’s one step you could take today?
16,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
16,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
16,client,"Some days I feel confident, and other days I doubt myself completely."
16,therapist,That’s an interesting way to put it. What made you feel this way?
16,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
16,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
16,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
16,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
16,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
16,therapist,This seems to be something you care about deeply. What’s one step you could take today?
16,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
16,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
16,client,"Some days I feel confident, and other days I doubt myself completely."
16,therapist,You're reflecting deeply on this. What do you think would help you move forward?
16,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
16,therapist,It sounds like you have mixed feelings about this. Can you share more?
16,client,"Some days I feel confident, and other days I doubt myself completely."
16,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
16,client,"It’s been really tough balancing everything, but I know I need to figure this out."
19,therapist,This seems to be something you care about deeply. What’s one step you could take today?
19,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
19,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
19,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
19,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
19,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
19,therapist,It sounds like you have mixed feelings about this. Can you share more?
19,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
19,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
19,client,I just want to feel like I’m making progress and not going in circles.
19,therapist,You're reflecting deeply on this. What do you think would help you move forward?
19,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
19,therapist,That’s an interesting way to put it. What made you feel this way?
19,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
19,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
19,client,I just want to feel like I’m making progress and not going in circles.
19,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
20,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
20,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
20,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
20,client,"Some days I feel confident, and other days I doubt myself completely."
20,therapist,That’s an interesting way to put it. What made you feel this way?
20,client,"It’s been really tough balancing everything, but I know I need to figure this out."
20,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
20,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
20,therapist,It sounds like you have mixed feelings about this. Can you share more?
20,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
20,therapist,You're reflecting deeply on this. What do you think would help you move forward?
20,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
20,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
20,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
20,therapist,This seems to be something you care about deeply. What’s one step you could take today?
20,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
20,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
20,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
20,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
20,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
20,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
20,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
20,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
20,client,I just want to feel like I’m making progress and not going in circles.
20,therapist,That’s an interesting way to put it. What made you feel this way?
20,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
20,therapist,It sounds like you have mixed feelings about this. Can you share more?
20,client,"Some days I feel confident, and other days I doubt myself completely."
20,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
20,client,"It’s been really tough balancing everything, but I know I need to figure this out."
20,therapist,This seems to be something you care about deeply. What’s one step you could take today?
20,client,I just want to feel like I’m making progress and not going in circles.
20,therapist,You're reflecting deeply on this. What do you think would help you move forward?
20,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
20,therapist,It sounds like you have mixed feelings about this. Can you share more?
20,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
20,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
20,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
20,therapist,That’s an interesting way to put it. What made you feel this way?
20,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
20,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
20,client,"Some days I feel confident, and other days I doubt myself completely."
20,therapist,It sounds like you have mixed feelings about this. Can you share more?
20,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
20,therapist,This seems to be something you care about deeply. What’s one step you could take today?
